8.987146754738386534e-01,1.012853245261617213e-01
3.076938510632939439e-01,6.923061489367063892e-01
8.864317280821434331e-01,1.135682719178567335e-01
8.947742170405621476e-01,1.052257829594380051e-01
2.611117351215336835e-01,7.388882648784664831e-01
8.876824060892882784e-01,1.123175939107117771e-01
4.659454132035727447e-01,5.340545867964272553e-01
7.710205277336308338e-01,2.289794722663691662e-01
1.804012434294152700e-01,8.195987565705852296e-01
9.009442556905011834e-01,9.905574430949894149e-02
7.607141275455708840e-01,2.392858724544292270e-01
8.513939561086898422e-01,1.486060438913104353e-01
6.558602806776617222e-02,9.344139719322339666e-01
9.049159888672084762e-01,9.508401113279146832e-02
2.538158660544979628e-01,7.461841339455022037e-01
1.275387716428771356e-01,8.724612283571232529e-01
7.887670058162218334e-01,2.112329941837783609e-01
9.075773971062215395e-01,9.242260289377844662e-02
4.643087808457488919e-01,5.356912191542511081e-01
1.957850118856210853e-01,8.042149881143794143e-01
8.828991610367542542e-01,1.171008389632458846e-01
3.661076231793284341e-01,6.338923768206716769e-01
1.420373934861927645e-01,8.579626065138072910e-01
6.534518318109395763e-01,3.465481681890605348e-01
1.658790557147584721e-01,8.341209442852415279e-01
9.507507139708210042e-01,4.924928602917927334e-02
4.106046314696134431e-02,9.589395368530383434e-01
7.371414223988660419e-01,2.628585776011344577e-01
7.222905771989005519e-01,2.777094228010997257e-01
8.423145286975060042e-01,1.576854713024944676e-01
8.967141639914453233e-01,1.032858360085550931e-01
8.808564921835944084e-01,1.191435078164059524e-01
2.579722829239576853e-01,7.420277170760425367e-01
6.326293887287293138e-01,3.673706112712707972e-01
6.054894517386153474e-01,3.945105482613845971e-01
6.715038536323746365e-01,3.284961463676253079e-01
4.824903487504186850e-01,5.175096512495818146e-01
4.128257672210891016e-01,5.871742327789108984e-01
9.064701253513159918e-01,9.352987464868398049e-02
5.935052050812680280e-01,4.064947949187323051e-01
8.804827749173327334e-01,1.195172250826673777e-01
5.719113092423950828e-01,4.280886907576050282e-01
8.402556493420568762e-01,1.597443506579434569e-01
1.542326829754544770e-01,8.457673170245455507e-01
8.495456855101017613e-02,9.150454314489899765e-01
8.057159747655969761e-01,1.942840252344035790e-01
7.678771567642765916e-01,2.321228432357235194e-01
8.477466428565878509e-01,1.522533571434123156e-01
5.232286089187906941e-02,9.476771391081209028e-01
2.558046461596785726e-01,7.441953538403215385e-01
6.387799654488789391e-01,3.612200345511211719e-01
8.520230962191452928e-01,1.479769037808549015e-01
1.700552246827382596e-01,8.299447753172617404e-01
1.627723869566782278e-01,8.372276130433219388e-01
6.963392613469161496e-01,3.036607386530840169e-01
8.585150993762169502e-01,1.414849006237832163e-01
9.262153357751397031e-01,7.378466422486038012e-02
8.913904698654842029e-01,1.086095301345157138e-01
8.100670206290299102e-01,1.899329793709700342e-01
6.212496208036361045e-02,9.378750379196362230e-01
9.311104574056712213e-01,6.888954259432882032e-02
8.021938626180605825e-01,1.978061373819391955e-01
9.128842403449894949e-01,8.711575965501064389e-02
1.659879234162490724e-01,8.340120765837514272e-01
4.548536167383527840e-01,5.451463832616472160e-01
1.718732173980916655e-01,8.281267826019081957e-01
3.396922653621951005e-01,6.603077346378050105e-01
7.087763408674110366e-01,2.912236591325890744e-01
6.208865514705311783e-01,3.791134485294688772e-01
2.335434245381362850e-01,7.664565754618636317e-01
3.144894899940220978e-01,6.855105100059780687e-01
9.200340510172605457e-01,7.996594898273923224e-02
3.204248608924044617e-01,6.795751391075954828e-01
4.245938514674294506e-01,5.754061485325706604e-01
8.547608256435013097e-02,9.145239174356496470e-01
6.522743143570497448e-01,3.477256856429506438e-01
9.340205884248700130e-01,6.597941157512988986e-02
1.258427497145191143e-01,8.741572502854810800e-01
8.059224173048893380e-01,1.940775826951108007e-01
3.283823585585888827e-01,6.716176414414112283e-01
2.879963059819854454e-01,7.120036940180143326e-01
8.210986502369526097e-01,1.789013497630477789e-01
7.462498877582290913e-01,2.537501122417710198e-01
9.402733006604007127e-01,5.972669933959934285e-02
8.534126192459334792e-01,1.465873807540666873e-01
8.813219728241350470e-01,1.186780271758652583e-01
3.136417918799776494e-01,6.863582081200223506e-01
6.135799413960102422e-01,3.864200586039897578e-01
3.398937600322104458e-01,6.601062399677897208e-01
3.058725992913675085e-01,6.941274007086324360e-01
3.376794208703732258e-01,6.623205791296267186e-01
8.887703374763981090e-01,1.112296625236018910e-01
2.329841647488619660e-01,7.670158352511379229e-01
9.289738269584145725e-01,7.102617304158571898e-02
7.829517859443164696e-01,2.170482140556836970e-01
8.903897762031308671e-01,1.096102237968693827e-01
1.650240447069122596e-01,8.349759552930877682e-01
6.824745733692447747e-01,3.175254266307557804e-01
4.301190360519654421e-01,5.698809639480347800e-01
9.107375152925627493e-01,8.926248470743732011e-02
6.769752184004901308e-02,9.323024781599511535e-01
9.091356467108533401e-01,9.086435328914685416e-02
8.183266030272948743e-01,1.816733969727053755e-01
8.991526908852844890e-01,1.008473091147153722e-01
2.684829390625875778e-01,7.315170609374124222e-01
8.924050864296855234e-01,1.075949135703148374e-01
8.967881132436983371e-01,1.032118867563018572e-01
9.206468846356290481e-01,7.935311536437064661e-02
8.799400875046403669e-01,1.200599124953599106e-01
6.733403699744012760e-01,3.266596300255989460e-01
8.628842843663122597e-01,1.371157156336879623e-01
1.448349985143422280e-01,8.551650014856577720e-01
2.658809190386566823e-01,7.341190809613431512e-01
