9.046357767198617283e-01,9.536422328013866023e-02
3.449733267228487499e-01,6.550266732771515832e-01
8.943349047887408920e-01,1.056650952112592884e-01
9.046660641696279148e-01,9.533393583037209906e-02
2.857236621166457380e-01,7.142763378833545396e-01
8.861953937046150864e-01,1.138046062953850385e-01
5.024137966115944653e-01,4.975862033884054791e-01
7.462298342226479919e-01,2.537701657773521191e-01
2.034235423080258676e-01,7.965764576919748263e-01
9.010255953092357606e-01,9.897440469076446146e-02
7.724423728967169112e-01,2.275576271032830888e-01
8.534623110353196651e-01,1.465376889646806402e-01
5.633350442826858678e-02,9.436664955717315451e-01
9.129084808680673069e-01,8.709151913193287353e-02
2.303340415124084384e-01,7.696659584875916726e-01
1.182404761721115999e-01,8.817595238278889136e-01
7.770425048544337132e-01,2.229574951455665366e-01
9.148643164325521715e-01,8.513568356744766197e-02
5.019432596307800143e-01,4.980567403692200412e-01
2.193666077336788867e-01,7.806333922663216685e-01
8.790744804736441154e-01,1.209255195263560373e-01
3.980493384491857189e-01,6.019506615508142255e-01
1.401217033888451924e-01,8.598782966111550019e-01
6.495391541772419508e-01,3.504608458227582157e-01
1.531175890155045682e-01,8.468824109844955705e-01
9.594404146569628367e-01,4.055958534303730906e-02
3.507513438904941161e-02,9.649248656109502553e-01
7.365567762894219550e-01,2.634432237105784336e-01
6.874002400502600141e-01,3.125997599497404300e-01
8.258292615808787707e-01,1.741707384191217844e-01
9.023747681722649183e-01,9.762523182773551189e-02
8.963541606778403503e-01,1.036458393221600521e-01
2.949204329625541576e-01,7.050795670374460089e-01
6.274827575825749904e-01,3.725172424174252872e-01
5.610938101676740120e-01,4.389061898323261546e-01
6.290772655620573417e-01,3.709227344379427138e-01
5.501814300956557879e-01,4.498185699043448782e-01
4.766145269201516599e-01,5.233854730798485067e-01
9.178460474047648310e-01,8.215395259523505800e-02
5.430995178959587832e-01,4.569004821040416608e-01
8.745968304248862291e-01,1.254031695751141040e-01
5.530850501344052317e-01,4.469149498655948238e-01
8.277201110650954652e-01,1.722798889349049511e-01
1.700360984059545444e-01,8.299639015940455389e-01
7.282686351111546108e-02,9.271731364888845528e-01
7.817758391342718438e-01,2.182241608657289611e-01
7.480869081630076023e-01,2.519130918369926753e-01
8.449485837070151995e-01,1.550514162929849393e-01
4.451008232798383396e-02,9.554899176720160758e-01
2.905663797579874918e-01,7.094336202420127302e-01
5.847548809771199174e-01,4.152451190228800271e-01
8.447288322601176347e-01,1.552711677398825874e-01
1.522539893341321726e-01,8.477460106658677441e-01
1.460936043614281810e-01,8.539063956385718468e-01
6.831801021141808983e-01,3.168198978858193238e-01
8.741021205399159832e-01,1.258978794600843498e-01
9.430034038654451223e-01,5.699659613455491242e-02
8.964413902220370600e-01,1.035586097779630094e-01
8.045381668401804243e-01,1.954618331598194647e-01
5.655347535516520169e-02,9.434465246448345832e-01
9.491738639176704462e-01,5.082613608232966484e-02
8.153691041987946031e-01,1.846308958012052581e-01
9.265375595684280929e-01,7.346244043157200421e-02
1.817357097840831825e-01,8.182642902159175113e-01
4.638464904147144297e-01,5.361535095852856259e-01
1.649943202278567889e-01,8.350056797721431279e-01
3.742631774209536633e-01,6.257368225790465033e-01
6.701564251500173874e-01,3.298435748499828901e-01
5.861456555956118253e-01,4.138543444043881192e-01
2.067234001946715027e-01,7.932765998053282752e-01
3.539043298664445447e-01,6.460956701335557328e-01
9.356425964526783323e-01,6.435740354732170931e-02
3.542022936367097419e-01,6.457977063632901471e-01
4.521233815046563076e-01,5.478766184953437479e-01
8.358306955565637797e-02,9.164169304443433584e-01
